id_vivienda;zona;superficie_m2;dormitorios;banos;acceso_carretera;cuarto_invitados;sotano;caldera;aire_acondicionado;parking;piscina;amueblado;precio
399;Windhelm;68.5;3;1;si;no;si;no;no;1;no;no;294000
400;Riften;46.6;4;1;no;no;no;no;no;0;no;no;294000
401;Dawnstar;44.8;3;1;no;no;no;no;no;1;no;semi;294000
402;Whiterun;37;2;1;no;no;no;no;no;0;no;si;294000
403;Whiterun;56;2;1;si;no;no;no;no;0;no;si;301000
404;Whiterun;60.76;3;1;no;no;no;no;no;0;no;no;301000
405;Whiterun;59.6;2;1;si;no;si;no;si;0;no;no;308000
406;Whiterun;31.6;3;1;no;no;si;no;no;0;no;semi;308000
407;Whiterun;48.5;3;1;si;no;no;no;no;0;no;no;311500
408;Whiterun;33.98;3;1;si;no;no;no;no;0;si;semi;311885
409;Whiterun;64.95;3;1;si;no;si;no;no;0;no;no;312900
410;Whiterun;50.95;2;1;si;no;no;no;no;2;no;semi;315000
411;Whiterun;77.5;2;1;si;no;no;no;no;0;no;semi;315000
412;Whiterun;40.69;2;1;si;no;no;no;no;1;no;no;315000
413;Whiterun;36.84;2;1;si;no;no;no;si;1;;no;322000
414;Whiterun;35;2;1;no;no;no;no;si;0;no;no;329000
415;Whiterun;57.75;4;1;si;no;no;no;no;0;no;no;332500
416;Whiterun;37;3;1;no;no;no;no;no;0;no;si;335300
417;Whiterun;45;4;1;si;no;no;no;si;2;no;no;336000
418;Whiterun;;2;1;si;no;no;no;no;0;no;no;336000
419;Whiterun;48.5;3;1;si;no;no;no;no;0;no;no;343000
420;Whiterun;29.5;3;2;si;no;si;no;no;0;si;no;343000
421;Whiterun;31.45;3;1;si;no;no;no;no;0;si;si;346500
422;Whiterun;56;4;1;si;no;no;no;no;0;no;semi;350000
423;Whiterun;46.4;2;1;si;no;no;no;no;1;no;semi;350000
424;Whiterun;68.8;2;1;si;no;no;no;no;0;no;no;350000
425;Whiterun;50;2;1;si;no;no;no;no;0;si;semi;360500
426;Whiterun;70.2;3;1;si;no;no;no;no;0;no;semi;371000
427;Whiterun;79.3;4;1;no;no;no;no;no;1;no;si;377300
428;Whiterun;58.2;3;1;si;no;no;no;no;0;no;semi;378000
429;Whiterun;44.2;2;1;si;no;no;si;no;1;;semi;378000
430;Whiterun;42.9;2;1;si;no;no;si;no;1;no;si;392000
431;Whiterun;;4;2;si;no;si;no;no;0;si;no;392000
432;Whiterun;51;4;1;no;no;si;no;no;0;no;no;399000
433;Whiterun;44.6;3;2;si;no;si;no;si;1;no;si;402500
434;Whiterun;59.92;3;2;si;no;no;no;no;2;no;no;406000
435;Whiterun;46.8;3;2;si;no;no;no;no;0;no;semi;409500
436;Whiterun;66;2;1;si;no;no;no;si;0;no;semi;409500
437;Whiterun;70.6;2;1;si;no;si;no;no;1;no;semi;412300
438;Whiterun;69.85;3;1;si;no;si;no;no;0;no;semi;413000
439;Whiterun;50.46;3;1;si;no;si;no;no;1;no;semi;416500
440;Whiterun;65;3;1;si;no;no;no;si;0;no;no;420000
441;Whiterun;39.53;3;1;si;no;si;no;si;0;no;no;420000
442;Whiterun;37.47;4;2;no;no;no;no;no;0;no;semi;420000
443;Whiterun;33.25;3;1;no;no;no;no;no;0;no;semi;420000
444;Whiterun;68;3;1;si;no;no;si;no;2;no;semi;420000
445;Whiterun;50.79;3;1;si;no;no;no;no;0;no;semi;420000
446;Whiterun;45.2;3;1;si;no;no;no;no;0;si;semi;420000
447;Whiterun;37.87;3;1;si;no;si;no;no;0;si;si;423500
448;Whiterun;55;2;1;si;no;no;no;si;2;no;si;427000
449;Whiterun;31.75;3;1;no;si;si;no;si;0;no;no;427000
450;Whiterun;53.6;4;1;si;no;no;no;no;0;no;si;427000
451;Whiterun;54;2;1;si;no;no;no;no;1;no;semi;430500
452;Whiterun;59.5;4;1;si;no;no;no;si;0;no;semi;438200
453;Whiterun;41.62;3;1;si;no;no;no;si;1;no;si;447300
454;Whiterun;108.6;3;1;si;no;no;no;no;0;no;semi;451500
455;Whiterun;51;2;2;si;si;si;no;no;0;no;semi;454300
456;Whiterun;46.4;3;1;si;no;no;no;si;0;no;si;455000
457;Whiterun;63.6;3;1;si;no;no;no;no;2;si;no;455000
458;Whiterun;94;4;1;si;no;no;no;no;3;no;no;455000
459;Whiterun;48.8;3;2;si;no;si;no;no;2;no;semi;462000
460;Whiterun;106.67;4;2;si;si;si;no;no;1;no;semi;469000
461;Whiterun;44.2;4;2;si;no;no;no;no;0;no;semi;476700
462;Whiterun;91;4;1;si;no;si;no;si;2;no;semi;479500
463;Whiterun;78.62;3;1;si;no;no;no;si;2;si;si;483000
464;Whiterun;58.15;2;1;si;no;no;no;si;0;si;semi;483000
465;Whiterun;53.5;2;1;si;no;si;no;no;0;no;no;486500
466;Whiterun;55.2;3;1;si;no;si;no;si;0;no;semi;490000
467;Whiterun;50.95;3;1;no;si;si;no;si;0;no;semi;490000
468;Whiterun;69.48;3;1;si;no;no;no;si;0;no;semi;493500
469;Whiterun;86.86;3;1;si;si;si;si;no;0;no;semi;497000
470;Whiterun;45.4;2;1;no;si;si;no;no;0;no;semi;504000
471;Whiterun;40;3;2;si;si;si;no;no;0;no;si;511000
472;Whiterun;124.1;2;1;si;no;no;no;no;0;si;si;511000
473;Whiterun;89.8;3;1;si;no;no;no;no;1;si;semi;514500
474;Whiterun;82;3;1;si;si;si;no;no;1;si;si;521500
475;Whiterun;56;2;2;si;no;no;no;si;2;no;semi;528500
476;Whiterun;89.8;3;1;si;no;no;no;no;2;no;semi;549500
477;Whiterun;65;3;2;si;no;no;no;no;1;no;semi;560000
478;Whiterun;60;3;1;si;no;no;no;si;0;no;semi;574000
479;Whiterun;68.28;4;1;si;si;no;no;no;0;no;semi;581000
480;Whiterun;58;3;1;si;si;si;no;no;0;no;no;586600
481;Whiterun;75;3;2;si;no;no;no;si;0;no;no;588000
482;Whiterun;166;3;1;si;no;no;no;si;2;no;semi;594300
483;Whiterun;80.2;3;1;si;no;si;no;si;2;si;semi;595000
484;Whiterun;74.2;3;1;si;no;si;no;no;0;si;no;612500
485;Whiterun;73.5;3;2;si;si;no;no;si;0;no;si;619500
486;Whiterun;76;3;2;si;no;si;no;si;0;si;no;623000
487;Whiterun;70;4;2;si;no;no;no;no;1;no;semi;630000
488;Whiterun;77.5;2;1;si;si;si;no;no;2;si;si;641900
489;Whiterun;95.8;5;3;si;no;no;no;no;2;no;si;644000
490;Whiterun;92.5;3;2;si;no;no;no;si;0;no;si;651000
491;Whiterun;76.7;3;1;si;no;si;no;no;0;si;no;651000
492;Whiterun;50;3;2;si;no;si;no;si;1;no;semi;661500
493;Whiterun;115;3;2;si;no;si;no;si;1;si;si;661500
494;Whiterun;50.4;3;1;si;no;si;si;no;1;no;si;665000
495;Whiterun;67;3;1;si;si;si;no;si;2;si;si;665000
496;Whiterun;60.2;3;1;si;no;no;no;si;0;si;no;672000
497;Whiterun;50;3;2;si;no;si;no;si;0;si;semi;679000
498;Whiterun;130.9;4;2;si;no;no;no;no;2;si;si;679000
499;Whiterun;142;2;1;si;no;si;si;no;1;no;si;693000
500;Whiterun;98.8;3;2;si;no;si;no;si;1;no;si;693000
501;Whiterun;121.75;3;1;si;no;si;no;si;1;si;si;700000
502;Whiterun;72.4;4;2;si;no;no;no;si;1;no;si;707000
503;Whiterun;86.8;4;2;si;si;no;no;si;1;no;semi;721000
504;Whiterun;100;4;2;si;si;no;no;si;1;si;si;724500
505;Whiterun;70;4;2;si;si;no;no;si;1;no;si;735000
506;Whiterun;70;3;1;si;no;no;no;si;1;no;no;735000
507;Whiterun;84.4;3;2;si;no;no;no;no;1;si;no;742000
508;Whiterun;73.25;3;1;si;no;no;no;si;1;no;no;742000
509;Whiterun;53;3;2;si;no;si;no;no;1;no;no;745500
510;Whiterun;76;3;1;si;no;no;no;si;3;si;si;749000
511;Whiterun;70;3;2;si;no;no;no;si;1;no;si;752500
512;Whiterun;70;4;2;si;no;no;no;si;1;no;si;756000
513;Whiterun;70;3;2;si;no;no;no;si;0;no;semi;756000
514;Whiterun;70;4;2;si;no;no;no;no;2;no;semi;770000
515;Whiterun;73.6;3;2;si;no;no;no;si;0;si;si;784000
516;Whiterun;75.5;3;1;si;no;si;no;si;0;si;si;787500
517;Whiterun;100;4;2;si;no;no;no;si;2;no;si;798000
518;Whiterun;84.82;3;2;si;no;no;si;no;1;si;si;804300
519;Whiterun;80;3;2;si;no;no;no;si;2;no;si;808094
520;Whiterun;78.4;5;1;si;si;si;no;si;1;no;si;812000
521;Whiterun;69.6;3;3;si;si;si;no;no;1;no;no;819000
522;Whiterun;58.8;4;2;si;no;no;no;si;1;si;si;829500
523;Whiterun;98.75;3;1;si;no;no;no;no;1;no;semi;840000
524;Whiterun;89.5;5;2;si;no;si;si;no;2;no;no;840000
525;Whiterun;65;4;2;si;no;si;no;si;1;si;semi;840000
526;Whiterun;84.75;3;2;si;no;no;no;si;2;no;no;840000
527;Whiterun;70;3;2;si;si;si;no;si;0;si;semi;846300
528;Whiterun;75.4;4;2;si;si;si;no;si;2;si;si;854000
529;Whiterun;55.6;3;2;si;si;si;no;si;1;no;si;864500
530;Whiterun;90.5;3;1;si;si;si;no;si;1;no;si;864500
531;Whiterun;81.55;3;2;si;si;si;no;si;2;no;no;868000
532;Whiterun;53.2;3;1;si;no;si;si;no;2;no;semi;875000
533;Whiterun;56;3;2;si;si;no;no;si;2;no;si;889000
534;Whiterun;95;3;2;si;no;no;no;si;2;no;si;896000
535;Whiterun;70;4;1;si;no;si;no;no;2;no;semi;910000
536;Whiterun;45;4;2;si;no;no;si;no;2;no;si;924000
537;Whiterun;88;3;2;si;no;no;no;no;0;si;semi;924000
538;Whiterun;75.5;4;2;si;no;no;no;si;1;si;semi;931000
539;Whiterun;67.5;3;2;si;si;no;no;si;1;si;no;980000
540;Whiterun;91;4;1;si;si;si;no;si;2;si;si;987000
541;Whiterun;172;5;3;si;no;no;no;no;?;no;no;1015000
542;Whiterun;85;3;3;si;no;si;no;si;2;si;semi;1085000
543;Whiterun;84.2;4;1;si;si;si;no;si;2;no;si;1141000
544;Whiterun;84.2;4;2;si;no;no;no;si;2;si;si;1330000
